date,total_parking_space,car_parking_space,scooter_parking_space,total_parking_income,total_income_count,income_car_count,income_scooter_count,total_income_hour,income_car_hour,income_scooter_hour,total_income_month,income_car_month,income_scooter_month,income_royalty,male_population,female_population,total_vehicle,total_car,total_scooter,total_population
2000-01-01,60278.0,58062.0,2216.0,208530375.0,8337230.0,8286230.0,51000.0,157521621.0,156574371.0,947250.0,31204920.0,31119420.0,85500.0,11466604.0,1304388.0,1335939.5,1589853.0,656314.0,933539.0,2640327.5
2000-02-01,60278.0,58062.0,2216.0,201502713.0,9751090.0,9715090.0,36000.0,147730109.0,146558839.0,1171270.0,31646160.0,31571160.0,75000.0,12375354.0,1304388.0,1335939.5,1584370.0,647398.0,936972.0,2640327.5
2000-03-01,60278.0,58062.0,2216.0,201502713.0,10604690.0,10571690.0,33000.0,141862739.0,141037849.0,824890.0,36659930.0,36554930.0,105000.0,12375354.0,1304388.0,1335939.5,1586148.0,645770.0,940378.0,2640327.5
2000-04-01,60278.0,58062.0,2216.0,206391067.0,10993720.0,10951720.0,42000.0,149632283.0,148813953.0,818330.0,33389710.0,33314710.0,75000.0,12375354.0,1304388.0,1335939.5,1593532.0,649686.0,943846.0,2640327.5
2000-05-01,60278.0,58062.0,2216.0,217140290.0,11170720.0,11146720.0,24000.0,159896186.0,159034346.0,861840.0,33586530.0,33492030.0,94500.0,12486854.0,1304388.0,1335939.5,1594956.0,649158.0,945798.0,2640327.5
2000-06-01,60278.0,58062.0,2216.0,164842636.0,7490993.0,7490993.0,24000.0,109019624.0,108052474.0,967150.0,34653665.0,34568165.0,85500.0,13678354.0,1304388.0,1335939.5,1597789.0,651472.0,946317.0,2640327.5
2000-07-01,60278.0,58062.0,2216.0,300502568.0,10007970.0,10007970.0,24000.0,240930404.0,239818074.0,1112330.0,35964740.0,35880740.0,84000.0,13599454.0,1304388.0,1335939.5,1604136.0,655359.0,948777.0,2640327.5
2000-08-01,60278.0,58062.0,2216.0,239310353.0,9118430.0,9118430.0,24000.0,179761369.0,178520279.0,1241090.0,36831100.0,36742600.0,88500.0,13599454.0,1304388.0,1335939.5,1610667.0,659868.0,950799.0,2640327.5
2000-09-01,60278.0,58062.0,2216.0,271397386.0,7254800.0,7254800.0,24000.0,212867542.0,211820892.0,1046650.0,37675590.0,37592040.0,83550.0,13599454.0,1304388.0,1335939.5,1616024.0,661682.0,954342.0,2640327.5
2000-10-01,60278.0,58062.0,2216.0,243524397.0,10207250.0,10207250.0,24000.0,184085270.0,183086470.0,998800.0,35872930.0,35783230.0,89700.0,13358947.0,1304388.0,1335939.5,1621237.0,664742.0,956495.0,2640327.5
2000-11-01,60278.0,58062.0,2216.0,245123969.0,8239600.0,8239600.0,24000.0,188615284.0,187631914.0,983370.0,37304630.0,37192880.0,111750.0,10964455.0,1304388.0,1335939.5,1624555.0,666234.0,958321.0,2640327.5
2000-12-01,60278.0,58062.0,2216.0,306947593.0,6072800.0,6072800.0,24000.0,251041945.0,249924715.0,1117230.0,38968889.0,38873939.0,94950.0,10863959.0,1304388.0,1335939.5,1625526.0,666513.0,959013.0,2640327.5
2001-01-01,59891.0,57675.0,2216.0,259622541.0,5015820.0,5015820.0,24000.0,207441068.0,206250948.0,1190120.0,36409150.0,36326800.0,82350.0,10756503.0,1309361.0,1337715.0,1629647.0,670323.0,959324.0,2647076.0
2001-02-01,60385.0,58169.0,2216.0,246225243.0,6172495.0,6172495.0,24000.0,193735756.0,192611776.0,1123980.0,35560490.0,35474390.0,86100.0,10756502.0,1308531.0,1337350.0,1631486.0,670691.0,960795.0,2645881.0
2001-03-01,60191.0,57975.0,2216.0,264483873.0,5292270.0,5281870.0,10400.0,209720270.0,208797490.0,922780.0,38761720.0,38656720.0,105000.0,10709613.0,1307593.0,1337009.0,1631276.0,671290.0,959986.0,2644602.0
2001-04-01,60618.0,58402.0,2216.0,249000474.0,4997160.0,4991360.0,5800.0,194554301.0,193606881.0,947420.0,38695400.0,38582900.0,112500.0,10753613.0,1306764.0,1336814.0,1631800.0,670924.0,960876.0,2643578.0
2001-05-01,60260.0,57887.0,2373.0,259822737.0,3736440.0,3726040.0,10400.0,208791023.0,207867893.0,923130.0,36541660.0,36456160.0,85500.0,10753614.0,1305601.0,1336219.0,1633310.0,671463.0,961847.0,2641820.0
2001-06-01,61464.0,59092.0,2372.0,250286444.0,3704690.0,3692490.0,12200.0,200061398.0,198631728.0,1429670.0,35815910.0,35719160.0,96750.0,10704446.0,1304877.0,1336159.0,1635769.0,672942.0,962827.0,2641036.0
2001-07-01,62479.0,59972.0,2507.0,255663635.0,4030550.0,4018750.0,11800.0,204537312.0,203167652.0,1369660.0,36674200.0,36569200.0,105000.0,10421573.0,1303899.0,1335720.0,1638067.0,673644.0,964423.0,2639619.0
2001-08-01,61725.0,59218.0,2507.0,261911689.0,4368030.0,4354030.0,14000.0,210009670.0,208640010.0,1369660.0,36797180.0,36724130.0,73050.0,10736809.0,1302240.0,1334571.0,1640095.0,674115.0,965980.0,2636811.0
2001-09-01,62475.0,59910.0,2565.0,160974452.0,1860515.0,1853915.0,6600.0,128555966.0,127877631.0,678335.0,22880663.0,22848413.0,32250.0,7677308.0,1301114.0,1333572.0,1641653.0,672762.0,968891.0,2634686.0
2001-10-01,62545.0,59980.0,2565.0,231116747.0,4409535.0,4406335.0,3200.0,180248865.0,179255285.0,993580.0,38753532.0,38708532.0,45000.0,7704815.0,1300875.0,1333554.0,1641776.0,670726.0,971050.0,2634429.0
2001-11-01,62805.0,60240.0,2565.0,251011133.0,4152955.0,4144555.0,8400.0,200868622.0,199842672.0,1025950.0,39298074.0,39142784.0,155290.0,6691482.0,1300855.0,1333759.0,1641551.0,670607.0,970944.0,2634614.0
2001-12-01,63275.0,60710.0,2565.0,257068704.0,3791120.0,3773320.0,17800.0,204351605.0,203314450.0,1037155.0,42077827.0,42002657.0,75170.0,6848152.0,1300179.0,1333623.0,1637348.0,667179.0,970169.0,2633802.0
2002-01-01,63628.0,61063.0,2565.0,256034776.0,3344670.0,3334670.0,10000.0,207286199.0,206338029.0,948170.0,38771120.0,38681185.0,89935.0,6632787.0,1299260.0,1333255.0,1640190.0,670999.0,969191.0,2632515.0
2002-02-01,63933.0,61174.0,2759.0,213673760.0,3945240.0,3935440.0,9800.0,169294034.0,167970084.0,1323950.0,34468416.0,34389216.0,79200.0,5966070.0,1298685.0,1333325.0,1641070.0,671206.0,969864.0,2632010.0
2002-03-01,63916.0,61157.0,2759.0,253017495.0,3751175.0,3744975.0,6200.0,201704220.0,200720565.0,983655.0,40840238.0,40731488.0,108750.0,6721862.0,1298862.0,1333927.0,1638485.0,670616.0,967869.0,2632789.0
2002-04-01,63371.0,60612.0,2759.0,252846495.0,3830640.0,3778230.0,52410.0,201382358.0,200317703.0,1064655.0,40871835.0,40744335.0,127500.0,6761662.0,1299339.0,1334689.0,1633802.0,669489.0,964313.0,2634028.0
2002-05-01,62716.0,59957.0,2759.0,250439575.0,3059230.0,3049830.0,9400.0,199398977.0,198162102.0,1236875.0,41107765.0,40987765.0,120000.0,6873603.0,1298958.0,1334653.0,1635018.0,670166.0,964852.0,2633611.0
2002-06-01,63126.0,60167.0,2959.0,229908388.0,2600580.0,2591380.0,9200.0,180720005.0,179561090.0,1158915.0,40562367.0,40442367.0,120000.0,6025436.0,1299658.0,1336020.0,1637820.0,671627.0,966193.0,2635678.0
2002-07-01,63054.0,60095.0,2959.0,258076633.0,3041340.0,3030740.0,10600.0,205704130.0,204386775.0,1317355.0,43226560.0,43121560.0,105000.0,6104603.0,1300532.0,1337610.0,1641222.0,673407.0,967815.0,2638142.0
2002-08-01,62986.0,60027.0,2959.0,252794281.0,2900810.0,2876200.0,24610.0,201810448.0,200336563.0,1473885.0,41040045.0,40938945.0,101100.0,7042978.0,1300239.0,1337384.0,1643968.0,673920.0,970048.0,2637623.0
2002-09-01,64164.0,60962.0,3202.0,199247598.0,3386790.0,3370230.0,16560.0,146782086.0,145665106.0,1116980.0,41897911.0,41781511.0,116400.0,7180811.0,1299949.0,1337266.0,1646657.0,674197.0,972460.0,2637215.0
2002-10-01,64304.0,61102.0,3202.0,244042920.0,5599475.0,5577965.0,21510.0,190139651.0,188948666.0,1190985.0,41696316.0,41590716.0,105600.0,6607478.0,1300578.0,1338516.0,1650000.0,675803.0,974197.0,2639094.0
2002-11-01,65444.0,62243.0,3201.0,234150536.0,5413545.0,5401140.0,12405.0,183628661.0,182206896.0,1421765.0,38577936.0,38480586.0,97350.0,6530394.0,1301718.0,1340068.0,1651151.0,676140.0,975011.0,2641786.0
2002-12-01,67657.0,63264.0,4393.0,247637416.0,6154625.0,6136390.0,18235.0,190927307.0,189716282.0,1211025.0,43680506.0,43568756.0,111750.0,6874978.0,1301458.0,1340398.0,1649219.0,677651.0,971568.0,2641856.0
2003-01-01,67301.0,62908.0,4393.0,240829686.0,5726395.0,5713945.0,12450.0,187202994.0,186058514.0,1144480.0,41153651.0,41055701.0,97950.0,6746646.0,1300439.0,1339864.0,1652014.0,681883.0,970131.0,2640303.0
2003-02-01,67452.0,62996.0,4456.0,200739055.0,6504400.0,6489915.0,14485.0,153841834.0,152605924.0,1235910.0,33646175.0,33543575.0,102600.0,6746646.0,1299729.0,1339410.0,1650800.0,680938.0,969862.0,2639139.0
2003-03-01,67274.0,62819.0,4455.0,246774254.0,5795110.0,5783025.0,12085.0,191103243.0,190155608.0,947635.0,43129255.0,42993955.0,135300.0,6746646.0,1298949.0,1339116.0,1652200.0,680884.0,971316.0,2638065.0
2003-04-01,67130.0,62675.0,4455.0,236739460.0,4595625.0,4586060.0,9565.0,183673039.0,182829254.0,843785.0,41768150.0,41645000.0,123150.0,6702646.0,1298263.0,1338692.0,1653230.0,681391.0,971839.0,2636955.0
2003-05-01,67101.0,62646.0,4455.0,232728897.0,3246820.0,3237560.0,9260.0,180569617.0,180175072.0,394545.0,42209814.0,42072714.0,137100.0,6702646.0,1296554.0,1337091.0,1656271.0,682929.0,973342.0,2633645.0
2003-06-01,66819.0,62364.0,4455.0,230214405.0,4884580.0,4874010.0,10570.0,174795502.0,173952792.0,842710.0,43902510.0,43766760.0,135750.0,6631813.0,1295144.0,1336236.0,1660787.0,685560.0,975227.0,2631380.0
2003-07-01,67510.0,63055.0,4455.0,251301895.0,5384780.0,5373380.0,11400.0,187985954.0,186833419.0,1152535.0,51299348.0,51159098.0,140250.0,6631813.0,1294291.0,1335583.0,1666916.0,688647.0,978269.0,2629874.0
2003-08-01,67327.0,62872.0,4455.0,253971630.0,5695745.0,5685245.0,10500.0,190692948.0,189438478.0,1254470.0,54774456.0,54635556.0,138900.0,2808481.0,1293185.0,1334975.0,1671952.0,689484.0,982468.0,2628160.0
2003-09-01,67539.0,63084.0,4455.0,251010290.0,6017990.0,6016540.0,1450.0,187314967.0,186336967.0,978000.0,54868852.0,54705952.0,162900.0,2808481.0,1292132.0,1334188.0,1679285.0,691110.0,988175.0,2626320.0
2003-10-01,67251.0,62796.0,4455.0,258668077.0,6280600.0,6267985.0,12615.0,193040379.0,192072804.0,967575.0,56077413.0,55913163.0,164250.0,3269685.0,1292087.0,1334565.0,1684228.0,692756.0,991472.0,2626652.0
2003-11-01,66820.0,62365.0,4455.0,248967146.0,5898100.0,5889990.0,8110.0,182167104.0,181210079.0,957025.0,57453717.0,57308217.0,145500.0,3448225.0,1291876.0,1334847.0,1688131.0,695060.0,993071.0,2626723.0
2003-12-01,67236.0,62781.0,4455.0,269938865.0,2862910.0,2849265.0,13645.0,201747999.0,200683504.0,1064495.0,61794177.0,61612527.0,181650.0,3533779.0,1291742.0,1335396.0,1688726.0,694390.0,994336.0,2627138.0
2004-01-01,68220.0,62831.0,5389.0,238341961.0,2981350.0,2969700.0,11650.0,168313424.0,167210869.0,1102555.0,60007608.0,59851308.0,156300.0,7039579.0,1291514.0,1335868.0,1696496.0,700838.0,995658.0,2627382.0
2004-02-01,69023.0,63541.0,5482.0,250613546.0,2376485.0,2369520.0,6965.0,179987898.0,178990318.0,997580.0,60053767.0,59907967.0,145800.0,8195396.0,1291424.0,1336419.0,1698470.0,700546.0,997924.0,2627843.0
2004-03-01,68904.0,63525.0,5379.0,269003818.0,2345560.0,2333085.0,12475.0,193456587.0,192687647.0,768940.0,65772067.0,65573317.0,198750.0,7429604.0,1290710.0,1336319.0,1702346.0,701705.0,1000641.0,2627029.0
2004-04-01,69755.0,64378.0,5377.0,268789907.0,2733925.0,2724205.0,9720.0,195230058.0,194353088.0,876970.0,63861954.0,63707754.0,154200.0,6963970.0,1289848.0,1336047.0,1706116.0,703589.0,1002527.0,2625895.0
2004-05-01,69688.0,64312.0,5376.0,277187250.0,2719200.0,2710450.0,8750.0,199821527.0,198651202.0,1170325.0,67768911.0,67593111.0,175800.0,6877612.0,1289528.0,1335984.0,1708562.0,704607.0,1003955.0,2625512.0
2004-06-01,69746.0,64370.0,5376.0,274081668.0,2890698.0,2881968.0,8730.0,195169143.0,193967313.0,1201830.0,69538398.0,69354048.0,184350.0,6483429.0,1289075.0,1336370.0,1712046.0,705678.0,1006368.0,2625445.0
2004-07-01,71185.0,64203.0,6982.0,290877243.0,3303210.0,3292010.0,11200.0,208265746.0,206950336.0,1315410.0,72235972.0,72049222.0,186750.0,7072315.0,1288462.0,1336396.0,1715874.0,707213.0,1008661.0,2624858.0
2004-08-01,71552.0,64570.0,6982.0,286777247.0,3580880.0,3572140.0,8740.0,203432097.0,202203347.0,1228750.0,71848305.0,71608605.0,239700.0,7915965.0,1287912.0,1336227.0,1720200.0,708678.0,1011522.0,2624139.0
2004-09-01,71474.0,64494.0,6980.0,265905438.0,2805365.0,2794520.0,10845.0,185043563.0,183809233.0,1234330.0,69800211.0,69483911.0,316300.0,8256299.0,1286582.0,1335059.0,1723749.0,707340.0,1016409.0,2621641.0
2004-10-01,72830.0,64930.0,7900.0,291179722.0,3585240.0,3432540.0,152700.0,201335468.0,199540163.0,1795305.0,77754576.0,77449976.0,304600.0,8504438.0,1286497.0,1335329.0,1727001.0,709037.0,1017964.0,2621826.0
2004-11-01,73017.0,65117.0,7900.0,293698212.0,4563200.0,4509500.0,53700.0,203199537.0,201133462.0,2066075.0,77431037.0,77126567.0,304470.0,8504438.0,1286628.0,1335937.0,1726831.0,709126.0,1017705.0,2622565.0
2004-12-01,73200.0,64802.0,8398.0,314002351.0,3775444.0,3103700.0,671744.0,220512794.0,218438869.0,2073925.0,80787761.0,80404261.0,383500.0,8926352.0,1286303.0,1336169.0,1726699.0,708315.0,1018384.0,2622472.0
2005-01-01,76484.0,64992.0,11492.0,300825774.0,3641050.0,3028325.0,612725.0,211803242.0,209262212.0,2541030.0,75759130.0,75401070.0,358060.0,9622352.0,1285802.0,1336140.0,1733234.0,713508.0,1019726.0,2621942.0
2005-02-01,75200.0,65008.0,10192.0,248006334.0,4830535.0,4308140.0,522395.0,158727811.0,156457911.0,2269900.0,74825636.0,74494536.0,331100.0,9622352.0,1285297.0,1336144.0,1735722.0,714234.0,1021488.0,2621441.0
2005-03-01,75201.0,64768.0,10433.0,308212160.0,4438740.0,3886415.0,552325.0,210125055.0,207870845.0,2254210.0,84026013.0,83607663.0,418350.0,9622352.0,1283857.0,1335165.0,1737565.0,715110.0,1022455.0,2619022.0
2005-04-01,75101.0,64713.0,10388.0,286814607.0,5271275.0,4708100.0,563175.0,194525238.0,192051253.0,2473985.0,77395742.0,76932172.0,463570.0,9622352.0,1283354.0,1335352.0,1739650.0,716326.0,1023324.0,2618706.0
2005-05-01,76324.0,65832.0,10492.0,294962093.0,5099535.0,4589530.0,510005.0,198215459.0,195625349.0,2590110.0,82024747.0,81576147.0,448600.0,9622352.0,1282520.0,1335174.0,1740585.0,716431.0,1024154.0,2617694.0
2005-06-01,76520.0,65718.0,10802.0,290041114.0,4594620.0,4073950.0,520670.0,195496836.0,192791126.0,2705710.0,79054422.0,78648452.0,405970.0,10895236.0,1281932.0,1335454.0,1743023.0,718442.0,1024581.0,2617386.0
2005-07-01,76718.0,65686.0,11032.0,295848557.0,4488220.0,3975000.0,513220.0,198555280.0,195991760.0,2563520.0,81909821.0,81526411.0,383410.0,10895236.0,1281210.0,1335583.0,1746447.0,722211.0,1024236.0,2616793.0
2005-08-01,76577.0,65615.0,10962.0,301946605.0,5755084.0,5117370.0,637714.0,202325104.0,199296269.0,3028835.0,81596182.0,81039587.0,556595.0,12270235.0,1281894.0,1337223.0,1748840.0,722114.0,1026726.0,2619117.0
2005-09-01,76511.0,65656.0,10855.0,285136412.0,4324375.0,3711685.0,612690.0,184994285.0,182361360.0,2632925.0,79995256.0,79513231.0,482025.0,15822496.0,1280628.0,1336406.0,1752599.0,723546.0,1029053.0,2617034.0
2005-10-01,77877.0,67022.0,10855.0,304913907.0,4792400.0,4102065.0,690335.0,198595766.0,195774486.0,2821280.0,84363674.0,83831739.0,531935.0,17162067.0,1280196.0,1336400.0,1755415.0,724111.0,1031304.0,2616596.0
2005-11-01,78375.0,66729.0,11646.0,303044636.0,4432250.0,4404260.0,27990.0,198996689.0,196202169.0,2794520.0,81646417.0,81105577.0,540840.0,17969280.0,1279357.0,1335951.0,1756576.0,723865.0,1032711.0,2615308.0
2005-12-01,78889.0,67023.0,11866.0,332144329.0,4032495.0,3958100.0,74395.0,222553974.0,219829860.0,2724114.0,87588580.0,87023400.0,565180.0,17969280.0,1279513.0,1336862.0,1756480.0,725508.0,1030972.0,2616375.0
2006-01-01,79601.0,67139.0,12462.0,303482781.0,1753225.0,1589145.0,164080.0,197093855.0,194305820.0,2788035.0,85624985.0,85132155.0,492830.0,19010716.0,1279225.0,1337248.0,1761531.0,730227.0,1031304.0,2616473.0
2006-02-01,80423.0,67961.0,12462.0,283614865.0,5767185.0,5404000.0,363185.0,174533685.0,171723570.0,2810115.0,84303279.0,83864179.0,439100.0,19010716.0,1279091.0,1337554.0,1762477.0,728806.0,1033671.0,2616645.0
2006-03-01,80610.0,68167.0,12443.0,325480639.0,4394345.0,3763920.0,630425.0,213770855.0,211622563.0,2148292.0,88076609.0,87647534.0,429075.0,19238830.0,1279427.0,1338631.0,1764239.0,728836.0,1035403.0,2618058.0
2006-04-01,80598.0,68132.0,12466.0,300179960.0,4169415.0,3513930.0,655485.0,189297588.0,186960115.0,2337473.0,87474127.0,87059452.0,414675.0,19238830.0,1279706.0,1339678.0,1766634.0,729882.0,1036752.0,2619384.0
2006-05-01,80606.0,68140.0,12466.0,314271707.0,4135220.0,3447000.0,688220.0,202122577.0,199340593.0,2781984.0,88824669.0,88286959.0,537710.0,19189241.0,1279955.0,1340738.0,1768961.0,731425.0,1037536.0,2620693.0
2006-06-01,80459.0,67993.0,12466.0,303310164.0,3791395.0,3087500.0,703895.0,192957245.0,190332719.0,2624526.0,87030285.0,86468910.0,561375.0,19531239.0,1281003.0,1342780.0,1768132.0,730752.0,1037380.0,2623783.0
2006-07-01,80916.0,68404.0,12512.0,302360077.0,4181865.0,3377455.0,804410.0,191057827.0,187999502.0,3058325.0,87853024.0,87258896.0,594128.0,19267361.0,1281521.0,1344236.0,1770202.0,731521.0,1038681.0,2625757.0
2006-08-01,81407.0,68508.0,12899.0,310462388.0,4592385.0,3678675.0,913710.0,192095550.0,188600440.0,3495110.0,94507092.0,93916164.0,590928.0,19267361.0,1281445.0,1344846.0,1771261.0,730612.0,1040649.0,2626291.0
2006-09-01,81146.0,68467.0,12679.0,292257766.0,3595960.0,2695710.0,900250.0,189068302.0,186620159.0,2448143.0,82706143.0,82179113.0,527030.0,16887361.0,1280733.0,1344708.0,1776411.0,731605.0,1044806.0,2625441.0
2006-10-01,80747.0,68109.0,12638.0,288694822.0,6162440.0,4419760.0,1742680.0,173058969.0,171064558.0,1994411.0,90862052.0,90246507.0,615545.0,18611361.0,1281321.0,1346153.0,1776661.0,731360.0,1045301.0,2627474.0
2006-11-01,80455.0,67819.0,12636.0,295917325.0,4013070.0,3314500.0,698570.0,190436365.0,187842300.0,2594065.0,82765529.0,82383134.0,382395.0,18702361.0,1282497.0,1348338.0,1778566.0,732031.0,1046535.0,2630835.0
2006-12-01,80894.0,68282.0,12612.0,310810654.0,3503320.0,2786720.0,716600.0,194532805.0,191714231.0,2818574.0,92494478.0,92183733.0,310745.0,20280051.0,1282691.0,1349551.0,1777903.0,731755.0,1046148.0,2632242.0
2007-01-01,80777.0,68170.0,12607.0,325322042.0,3990505.0,3228360.0,762145.0,209607290.0,207163242.0,2444048.0,79875884.0,79305959.0,569925.0,31848363.0,1281559.0,1349313.0,1781031.0,734363.0,1046668.0,2630872.0
2007-02-01,81163.0,68516.0,12647.0,274927558.0,5111115.0,4407760.0,703355.0,151731670.0,148647577.0,3084093.0,88338236.0,87931406.0,406830.0,29746537.0,1280330.0,1348776.0,1783328.0,734799.0,1048529.0,2629106.0
2007-03-01,81120.0,68475.0,12645.0,304019310.0,3742665.0,2988950.0,753715.0,195219826.0,192642395.0,2577431.0,88979972.0,88387197.0,592775.0,16076847.0,1278977.0,1347296.0,1785467.0,734450.0,1051017.0,2626273.0
2007-04-01,81273.0,68593.0,12680.0,290961346.0,5903900.0,4218640.0,1685260.0,186614517.0,184800904.0,1813613.0,76088955.0,75671130.0,417825.0,22353974.0,1279016.0,1348130.0,1785680.0,733655.0,1052025.0,2627146.0
2007-05-01,83348.0,69209.0,14139.0,317381946.0,5210440.0,2740140.0,2470300.0,216699691.0,214908948.0,1790743.0,74415309.0,73807339.0,607970.0,21056506.0,1278685.0,1348547.0,1786297.0,733350.0,1052947.0,2627232.0
2007-06-01,84865.0,69559.0,15306.0,278762200.0,3124420.0,1024560.0,2099860.0,185729595.0,184158946.0,1570649.0,74442118.0,73856993.0,585125.0,15466067.0,1278705.0,1349285.0,1788928.0,734138.0,1054790.0,2627990.0
2007-07-01,85190.0,69899.0,15291.0,316291690.0,7183495.0,4554530.0,2628965.0,216656944.0,214592875.0,2064069.0,71133777.0,70426677.0,707100.0,21317474.0,1278496.0,1349834.0,1788712.0,733483.0,1055229.0,2628330.0
2007-08-01,85282.0,69990.0,15292.0,310503430.0,3740980.0,1254320.0,2486660.0,207467691.0,205676620.0,1791071.0,78272823.0,77591793.0,681030.0,21021936.0,1277562.0,1349691.0,1789386.0,731527.0,1057859.0,2627253.0
2007-09-01,85906.0,69808.0,16098.0,275947255.0,6656120.0,4619900.0,2036220.0,186117765.0,184302077.0,1815688.0,67192087.0,66708812.0,483275.0,15981283.0,1276455.0,1348904.0,1793960.0,732229.0,1061731.0,2625359.0
2007-10-01,85836.0,69680.0,16156.0,304862796.0,6474990.0,4611810.0,1863180.0,196242499.0,194524962.0,1717537.0,77105208.0,76541958.0,563250.0,25040099.0,1276478.0,1349626.0,1794184.0,731954.0,1062230.0,2626104.0
2007-11-01,88205.0,69535.0,18670.0,299042608.0,5096900.0,1812560.0,3284340.0,204789422.0,204094157.0,695265.0,68134350.0,67579300.0,555050.0,21021936.0,1276883.0,1350644.0,1793918.0,730573.0,1063345.0,2627527.0
2007-12-01,87937.0,69288.0,18649.0,324647741.0,11425435.0,7485887.0,3939548.0,223700787.0,222943857.0,756930.0,77273503.0,76617878.0,655625.0,12248016.0,1277556.0,1351713.0,1791939.0,728277.0,1063662.0,2629269.0
2008-01-01,88391.0,69451.0,18940.0,326699601.0,8474684.0,4513150.0,3961534.0,214315226.0,214315226.0,2371958.415648803,67561930.0,66982605.0,579325.0,36347761.0,1277533.0,1352156.0,1794661.0,729513.0,1065148.0,2629689.0
2008-02-01,88195.0,69738.0,18457.0,290256158.0,8250893.0,4734650.0,3516243.0,189616956.0,189616956.0,2410971.2650209107,71753752.0,71151927.0,601825.0,20634557.0,1277751.0,1353215.0,1794280.0,728022.0,1066258.0,2630966.0
